content_id,name,email,phone,address,map_url,directory_entry_url,directory_source_url
unit_site_6501,Department of Economics,,,"Robinson Hall | Providence , RI 02912 | 64 Waterman Street",https://www.google.com/maps/dir/?api=1&destination=Robinson%20Hall%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-economics,https://www.brown.edu/a-z
unit_site_14756,Department of Education,education@brown.edu,401-863-2407,"Barus Building | Providence , RI 02912 | 164 Angell Street, 2nd Floor",https://www.google.com/maps/dir/?api=1&destination=Barus%20Building%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-education,https://www.brown.edu/a-z
unit_site_14761,Department of Egyptology and Assyriology,egyptology@brown.edu,401-863-3132,"2 Prospect Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=2%20Prospect%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-egyptology-and-assyriology,https://www.brown.edu/a-z
unit_site_20471,Brown Email,,,,,https://www.brown.edu/a-z/brown-email,https://www.brown.edu/a-z
unit_site_15266,School of Engineering,brownengin@gmail.com,401-863-2677,"184 Hope Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=184%20Hope%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/school-engineering,https://www.brown.edu/a-z
unit_site_14766,Department of English,,401-863-2393,"70 Brown Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=70%20Brown%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-english,https://www.brown.edu/a-z
unit_site_14906,Environmental Health and Safety,,401-863-3353,"350 Eddy Street | Providence , RI 02903",https://www.google.com/maps/dir/?api=1&destination=350%20Eddy%20Street%20Providence%20RI%2002903,https://www.brown.edu/a-z/environmental-health-and-safety,https://www.brown.edu/a-z
unit_site_6621,Department of Epidemiology,Epidemiology@brown.edu,401-863-6459,"121 South Main Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=121%20South%20Main%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-epidemiology,https://www.brown.edu/a-z
unit_site_31060,Equitable Climate Futures,,,,,https://www.brown.edu/a-z/equitable-climate-futures,https://www.brown.edu/a-z
unit_site_15386,Event Strategy and Management,,401-863-3100,"295 Lloyd Avenue | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=295%20Lloyd%20Avenue%20Providence%20RI%2002912,https://www.brown.edu/a-z/event-strategy-and-management,https://www.brown.edu/a-z
unit_site_14911,Events@Brown,,,,,https://www.brown.edu/a-z/eventsbrown,https://www.brown.edu/a-z
unit_site_31870,Ever True Roadmap to Recovery,,,,,https://www.brown.edu/a-z/ever-true-roadmap-recovery,https://www.brown.edu/a-z
unit_site_14916,Executive Vice President for Finance and Administration,,401-863-9400,"108 University Hall | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=108%20University%20Hall%20Providence%20RI%2002912,https://www.brown.edu/a-z/executive-vice-president-finance-and-administration,https://www.brown.edu/a-z
unit_site_14926,Facilities Management,,401-863-7850,"295 Lloyd Avenue | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=295%20Lloyd%20Avenue%20Providence%20RI%2002912,https://www.brown.edu/a-z/facilities-management,https://www.brown.edu/a-z
unit_site_14931,Faculty Club,Faculty_Club@brown.edu,401-863-3023,"1 Bannister Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=1%20Bannister%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/faculty-club,https://www.brown.edu/a-z
unit_site_14936,Faculty Governance,,401-863-9440,,,https://www.brown.edu/a-z/faculty-governance,https://www.brown.edu/a-z
unit_site_14941,Family Weekend,universityevents@brown.edu,401-863-3100,"Office of University Event & Conference Services | Providence , RI 02912 | 295 Lloyd Avenue",https://www.google.com/maps/dir/?api=1&destination=Office%20of%20University%20Event%20%26%20Conference%20Services%20Providence%20RI%2002912,https://www.brown.edu/a-z/family-weekend,https://www.brown.edu/a-z
unit_site_14946,National and International Fellowships at Brown,fellowships@brown.edu,,,,https://www.brown.edu/a-z/national-and-international-fellowships-brown,https://www.brown.edu/a-z
unit_site_30556,Fifth-Year Master’s Programs,,,,,https://www.brown.edu/a-z/fifth-year-masters-programs,https://www.brown.edu/a-z
unit_site_14951,Finance and Administrative Services,,,"South Street Landing | Providence , RI 02903 | 350 Eddy Street, 4th Floor",https://www.google.com/maps/dir/?api=1&destination=South%20Street%20Landing%20Providence%20RI%2002903,https://www.brown.edu/a-z/finance-and-administrative-services,https://www.brown.edu/a-z
unit_site_15451,Financial Aid - Undergraduate,financial_aid@brown.edu,401-863-2721,"Page-Robinson Hall | Providence , RI 02912 | 69 Brown Street",https://www.google.com/maps/dir/?api=1&destination=Page-Robinson%20Hall%20Providence%20RI%2002912,https://www.brown.edu/a-z/financial-aid-undergraduate,https://www.brown.edu/a-z
unit_site_14511,Financial Services Operations,Cashier@brown.edu,401-863-1280,"69 Brown Street | Providence , RI 02912 | 2nd Floor",https://www.google.com/maps/dir/?api=1&destination=69%20Brown%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/financial-services-operations,https://www.brown.edu/a-z
unit_site_14471,Financial Strategy and Planning,Budget_Office@brown.edu,401-863-2786,"South Street Landing | Providence , RI 02903 | 350 Eddy Street, 4th Floor",https://www.google.com/maps/dir/?api=1&destination=South%20Street%20Landing%20Providence%20%20RI%2002903,https://www.brown.edu/a-z/financial-strategy-and-planning,https://www.brown.edu/a-z
unit_site_14961,Fluids at Brown,,401-863-1414,"179 Hope Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=179%20Hope%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/fluids-brown,https://www.brown.edu/a-z
unit_site_20626,Office of Foundation Relations,FoundationRelations@brown.edu,,,,https://www.brown.edu/a-z/office-foundation-relations,https://www.brown.edu/a-z
unit_site_14771,Department of French and Francophone Studies,French_Studies@brown.edu,401-863-2567,"84 Prospect Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=84%20Prospect%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-french-and-francophone-studies,https://www.brown.edu/a-z
unit_site_14776,Department of German Studies,German_Studies@brown.edu,401-863-2596,,,https://www.brown.edu/a-z/department-german-studies,https://www.brown.edu/a-z
unit_site_31621,Global Alliance for Infant and Maternal Health,,,"Warren Alpert Medical School | Providence , RI 02912 | 222 Richmond Street",https://www.google.com/maps/dir/?api=1&destination=Warren%20Alpert%20Medical%20School%20Providence%20RI%2002912,https://www.brown.edu/a-z/global-alliance-infant-and-maternal-health,https://www.brown.edu/a-z
unit_site_14966,Global Brown Center for International Students,gbc@brown.edu,401-863-6397,"Page Robinson Hall, Room 312 | Providence , RI 02912 | 69 Brown Street",https://www.google.com/maps/dir/?api=1&destination=Page%20Robinson%20Hall%2C%20Room%20312%20Providence%20RI%2002912,https://www.brown.edu/a-z/global-brown-center-international-students,https://www.brown.edu/a-z
unit_site_21336,Office of Global Engagement,GlobalEngagement@brown.edu,401-863-9720,"University Hall | Providence , RI 02912 | 1 Prospect Street, 3rd floor",https://www.google.com/maps/dir/?api=1&destination=University%20Hall%20Providence%20RI%2002912,https://www.brown.edu/a-z/office-global-engagement,https://www.brown.edu/a-z
unit_site_15121,Office of Government Relations,grca@brown.edu,401-863-3717,,,https://www.brown.edu/a-z/office-government-relations,https://www.brown.edu/a-z
unit_site_14981,Graduate School,graduate_school@brown.edu,401-863-2600,"47 George Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=47%20George%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/graduate-school,https://www.brown.edu/a-z
unit_site_28026,Graduate Student Funding and Support,financial_aid@brown.edu,401-863-2721,"Page-Robinson Hall | Providence , RI 02912 | 69 Brown Street",https://www.google.com/maps/dir/?api=1&destination=Page-Robinson%20Hall%20Providence%20RI%2002912,https://www.brown.edu/a-z/graduate-student-funding-and-support,https://www.brown.edu/a-z
unit_site_14986,Haffenreffer Museum of Anthropology,HaffenrefferMuseum@brown.edu,401-863-5700,"Manning Hall, First Floor | Providence , RI 02912 | 21 Prospect Street",https://www.google.com/maps/dir/?api=1&destination=Manning%20Hall%2C%20First%20Floor%20Providence%20RI%2002912,https://www.brown.edu/a-z/haffenreffer-museum-anthropology,https://www.brown.edu/a-z
unit_site_14991,Hassenfeld Child Health Innovation Institute,hassenfieldinstitute@brown.edu,401-863-3855,,,https://www.brown.edu/a-z/hassenfeld-child-health-innovation-institute,https://www.brown.edu/a-z
unit_site_26151,Health & Wellness,,,,,https://www.brown.edu/a-z/health-wellness,https://www.brown.edu/a-z
unit_site_14996,Health Services,,401-863-3953,"450 Brook St. | Providence , RI 02906",https://www.google.com/maps/dir/?api=1&destination=450%20Brook%20St.%20Providence%20RI%2002906,https://www.brown.edu/a-z/health-services,https://www.brown.edu/a-z
unit_site_15001,Health Services EMS,,401-863-1330,,,https://www.brown.edu/a-z/health-services-ems,https://www.brown.edu/a-z
unit_site_14781,"Department of Health Services, Policy & Practice",HSPP@brown.edu,401-863-3172,"121 South Main Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=121%20South%20Main%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-health-services-policy-practice,https://www.brown.edu/a-z
unit_site_15006,Helping a Student in Distress,campus_life@brown.edu,401-863-1800,"Division of Campus Life | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=Division%20of%20Campus%20Life%20Providence%20RI%2002912,https://www.brown.edu/a-z/helping-student-distress,https://www.brown.edu/a-z
unit_site_14786,Department of Hispanic Studies,Hispanic_Studies@brown.edu,401-863-1382,"84 Prospect Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=84%20Prospect%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-hispanic-studies,https://www.brown.edu/a-z
unit_site_14796,Department of History of Art and Architecture,,401-863-1174,"64 College Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=64%20College%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-history-art-and-architecture,https://www.brown.edu/a-z
unit_site_14791,Department of History,history@brown.edu,401-863-2131,"79 Brown Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=79%20Brown%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-history,https://www.brown.edu/a-z
unit_site_15011,Howard Foundation,Howard_Foundation@brown.edu,401-863-2429,,,https://www.brown.edu/a-z/howard-foundation,https://www.brown.edu/a-z
unit_site_15391,University Human Resources,universityhr@brown.edu,401-863-3175,"350 Eddy Street | Providence , RI 02903",https://www.google.com/maps/dir/?api=1&destination=350%20Eddy%20Street%20Providence%20RI%2002903,https://www.brown.edu/a-z/university-human-resources,https://www.brown.edu/a-z
unit_site_31309,Center for Human Rights and Humanitarian Studies,,,,,https://www.brown.edu/a-z/center-human-rights-and-humanitarian-studies,https://www.brown.edu/a-z
unit_site_30236,Initiative for Sustainable Energy,,,,,https://www.brown.edu/a-z/initiative-sustainable-energy,https://www.brown.edu/a-z
unit_site_15016,Institute at Brown for Environment and Society,environment@brown.edu,401-863-3449,"85 Waterman Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=85%20Waterman%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/institute-brown-environment-and-society,https://www.brown.edu/a-z
unit_site_15026,Instrumentation for Molecular and Nanoscale Innovation,imni@brown.edu,401-863-6700,,,https://www.brown.edu/a-z/instrumentation-molecular-and-nanoscale-innovation,https://www.brown.edu/a-z
unit_site_15131,Office of Institutional Research,,401-863-1914,,,https://www.brown.edu/a-z/office-institutional-research,https://www.brown.edu/a-z
unit_site_15031,Insurance Office,InsuranceOffice@brown.edu,401-863-9481,"South Street Landing | Providence , RI 02903 | 350 Eddy Street, 4th Floor",https://www.google.com/maps/dir/?api=1&destination=South%20Street%20Landing%20Providence%20RI%2002903,https://www.brown.edu/a-z/insurance-office,https://www.brown.edu/a-z
unit_site_15136,Office of Internal Audit Services,,401-863-3612,"350 Eddy Street | Providence , RI 02903",https://www.google.com/maps/dir/?api=1&destination=350%20Eddy%20Street%20Providence%20RI%2002903,https://www.brown.edu/a-z/office-internal-audit-services,https://www.brown.edu/a-z
unit_site_31662,Internal Consulting Group,,,,,https://www.brown.edu/a-z/internal-consulting-group,https://www.brown.edu/a-z
unit_site_16641,International Student and Scholar Services,isss@brown.edu,401-863-2427,"Page-Robinson Hall, 3rd Floor | Providence , RI 02912 | 69 Brown Street, Box 1906",https://www.google.com/maps/dir/?api=1&destination=Page-Robinson%20Hall%2C%203rd%20Floor%20Providence%20RI%2002912,https://www.brown.edu/a-z/international-student-and-scholar-services,https://www.brown.edu/a-z
unit_site_15041,Investment Office,,401-867-3998,,,https://www.brown.edu/a-z/investment-office,https://www.brown.edu/a-z
unit_site_14801,Department of Italian Studies,Italian_Studies@brown.edu,401-863-1561,"190 Hope Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=190%20Hope%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-italian-studies,https://www.brown.edu/a-z
unit_site_15046,John Nicholas Brown Center for Advanced Study,,401-863-1177,"Nightingale-Brown House | Providence , RI 02912 | 357 Benefit Street",https://www.google.com/maps/dir/?api=1&destination=Nightingale-Brown%20House%20Providence%20RI%2002912,https://www.brown.edu/a-z/john-nicholas-brown-center-advanced-study,https://www.brown.edu/a-z
unit_site_15051,Joukowsky Institute for Archaeology and the Ancient World,joukowsky_institute@brown.edu,401-863-3188,"Rhode Island Hall | Providence , RI 02912 | 60 George Street",https://www.google.com/maps/dir/?api=1&destination=Rhode%20Island%20Hall%20Providence%20RI%2002912,https://www.brown.edu/a-z/joukowsky-institute-archaeology-and-ancient-world,https://www.brown.edu/a-z
unit_site_16536,Program in Judaic Studies,Judaic@brown.edu,401-863-3912,"163 George Street | Providence , RI 02912 | Hirschfeld House",https://www.google.com/maps/dir/?api=1&destination=163%20George%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/program-judaic-studies,https://www.brown.edu/a-z
unit_site_29686,Land Acknowledgment,,,,,https://www.brown.edu/a-z/land-acknowledgment,https://www.brown.edu/a-z
unit_site_14571,Center for Latin American Studies,clacs@brown.edu,401-863-2645,"Watson Institute for International and Public Affairs | Providence , RI 02912 | 111 Thayer Street",https://www.google.com/maps/dir/?api=1&destination=Watson%20Institute%20for%20International%20and%20Public%20Affairs%20Providence%20RI%2002912,https://www.brown.edu/a-z/center-latin-american-studies,https://www.brown.edu/a-z
unit_site_15056,LGBTQ Center,lgbtq@brown.edu,401-863-3062,"Stephen Robert '62 Campus Center, Room 321 | Providence , RI 02912 | 75 Waterman Street",https://www.google.com/maps/dir/?api=1&destination=Stephen%20Robert%20%2762%20Campus%20Center%2C%20Room%20321%20Providence%20RI%2002912,https://www.brown.edu/a-z/lgbtq-center,https://www.brown.edu/a-z
unit_site_14456,Brown University Library,library@brown.edu,401-863-2165,"10 Prospect Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=10%20Prospect%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/brown-university-library,https://www.brown.edu/a-z
unit_site_30457,Program in Linguistics,,,,,https://www.brown.edu/a-z/program-linguistics,https://www.brown.edu/a-z
unit_site_15061,Department of Literary Arts,writing@brown.edu,401-863-3260,"68.5 Brown Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=68.5%20Brown%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-literary-arts,https://www.brown.edu/a-z
unit_site_15066,Liver Research Center,,401-444-7441,"55 Claverick Street | Providence , RI 02903 | 4th Floor",https://www.google.com/maps/dir/?api=1&destination=55%20Claverick%20Street%20Providence%20RI%2002903,https://www.brown.edu/a-z/liver-research-center,https://www.brown.edu/a-z
unit_site_15076,Mail Services,Mail_Services@brown.edu,401-863-2900,"69 Brown Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=69%20Brown%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/mail-services,https://www.brown.edu/a-z
unit_site_31056,Master's Programs,,,,,https://www.brown.edu/a-z/masters-programs,https://www.brown.edu/a-z
unit_site_14806,Department of Mathematics,info@math.brown.edu,401-863-2708,"151 Thayer Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=151%20Thayer%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-mathematics,https://www.brown.edu/a-z
unit_site_15141,Office of Medical Education,,,"Warren Alpert Medical School | Providence , RI 02912 | 222 Richmond Street",https://www.google.com/maps/dir/?api=1&destination=Warren%20Alpert%20Medical%20School%20Providence%20RI%2002912,https://www.brown.edu/a-z/office-medical-education,https://www.brown.edu/a-z
unit_site_15081,Medical School Admissions,medschool_admissions@brown.edu,401-863-2149,,,https://www.brown.edu/a-z/medical-school-admissions,https://www.brown.edu/a-z
unit_site_15086,Medical School Financial Aid,MD_Finaid@brown.edu,401-863-1142,"The Warren Alpert Medical School of Brown University | p' , RI 02912 | 222 Richmond Street",https://www.google.com/maps/dir/?api=1&destination=The%20Warren%20Alpert%20Medical%20School%C2%A0of%20Brown%20University%20p%27%20RI%2002912,https://www.brown.edu/a-z/medical-school-financial-aid,https://www.brown.edu/a-z
unit_site_16091,Medicine@Brown,,,,,https://www.brown.edu/a-z/medicinebrown,https://www.brown.edu/a-z
unit_site_31660,Program in Medieval Studies,,,,,https://www.brown.edu/a-z/program-medieval-studies,https://www.brown.edu/a-z
unit_site_21326,Middle East Studies,cmes@brown.edu,401-863-6924,"111 Thayer Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=111%20Thayer%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/middle-east-studies,https://www.brown.edu/a-z
unit_site_25766,Midyear Completion,,,,,https://www.brown.edu/a-z/midyear-completion,https://www.brown.edu/a-z
unit_site_15146,Office of Military-Affiliated Students,military@brown.edu,401-863-7682,"Stephen Robert '62 Campus Center (Faunce House) | Providence , RI 02912 | 75 Waterman St",https://www.google.com/maps/dir/?api=1&destination=Stephen%20Robert%20%2762%20Campus%20Center%20%28Faunce%20House%29%20Providence%20RI%2002912,https://www.brown.edu/a-z/office-military-affiliated-students,https://www.brown.edu/a-z
unit_site_15091,Mindfulness Center,mindfulnesscenter@brown.edu,,,,https://www.brown.edu/a-z/mindfulness-center,https://www.brown.edu/a-z
unit_site_31070,Minors Protection,,,,,https://www.brown.edu/a-z/minors-protection,https://www.brown.edu/a-z
unit_site_14811,Department of Modern Culture and Media,mcm@brown.edu,401-863-2853,"155 George Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=155%20George%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-modern-culture-and-media,https://www.brown.edu/a-z
unit_site_14816,"Department of Molecular Biology, Cell Biology, and Biochemistry",,401-863-2566,"Sidney Frank Hall of Life Science | Providence , RI 02912 | 185 Meeting Street",https://www.google.com/maps/dir/?api=1&destination=Sidney%20Frank%20Hall%20of%20Life%20Science%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-molecular-biology-cell-biology-and-biochemistry,https://www.brown.edu/a-z
unit_site_14821,Department of Molecular Microbiology and Immunology,,401-863-3121,"171 Meeting Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=171%20Meeting%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-molecular-microbiology-and-immunology,https://www.brown.edu/a-z
unit_site_14826,Department of Music,music@brown.edu,401-863-3234,"Orwig Music Building | Providence , RI 02912 | 1 Young Orchard Avenue",https://www.google.com/maps/dir/?api=1&destination=Orwig%20Music%20Building%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-music,https://www.brown.edu/a-z
unit_site_28036,myBrown,,,,,https://www.brown.edu/a-z/mybrown,https://www.brown.edu/a-z
unit_site_15096,Native American and Indigenous Studies,NAISAB@brown.edu,401-863-3693,"69 Brown Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=69%20Brown%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/native-american-and-indigenous-studies,https://www.brown.edu/a-z
unit_site_15101,NECHE Accreditation,accreditation@brown.edu,401-863-2706,,,https://www.brown.edu/a-z/neche-accreditation,https://www.brown.edu/a-z
unit_site_15456,Nelson Center for Entrepreneurship,entrepreneurship@brown.edu,,"Brown/RISD Hillel, 3rd Floor | Providence , RI 02912 | 80 Brown Street",https://www.google.com/maps/dir/?api=1&destination=Brown%2FRISD%20Hillel%2C%203rd%20Floor%20Providence%20RI%2002912,https://www.brown.edu/a-z/nelson-center-entrepreneurship,https://www.brown.edu/a-z
unit_site_31767,Department of Neurology,,,"Rhode Island Hospital | Providence , RI 02903 | Ambulatory Patient Center (APC) Bldg, 5th floor",https://www.google.com/maps/dir/?api=1&destination=Rhode%20Island%20Hospital%20Providence%20RI%2002903,https://www.brown.edu/a-z/department-neurology,https://www.brown.edu/a-z
unit_site_14831,Department of Neuroscience,,401-863-1054,"185 Meeting Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=185%20Meeting%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-neuroscience,https://www.brown.edu/a-z
unit_site_15106,Norman Prince Neurosciences Institute,,401-444-4800,,,https://www.brown.edu/a-z/norman-prince-neurosciences-institute,https://www.brown.edu/a-z
unit_site_14636,Office of Information Technology,help@brown.edu,401-863-HELP,,,https://www.brown.edu/a-z/office-information-technology,https://www.brown.edu/a-z
unit_site_14461,Brown University Ombuds Office,ombuds@brown.edu,401-863-6145,"Hillel Building | Providence , RI 02912 | 80 Brown Street, 3rd Floor",https://www.google.com/maps/dir/?api=1&destination=Hillel%20Building%20Providence%20RI%2002912,https://www.brown.edu/a-z/brown-university-ombuds-office,https://www.brown.edu/a-z
unit_site_29366,Online Learning,,,,,https://www.brown.edu/a-z/online-learning,https://www.brown.edu/a-z
unit_site_30089,Pandemic Center,,,,,https://www.brown.edu/a-z/pandemic-center,https://www.brown.edu/a-z
unit_site_15181,Park at Brown,transportation@brown.edu,401-863-3157,"Page-Robinson Hall, Room 511 | Providence , RI 02912 | 69 Brown Street",https://www.google.com/maps/dir/?api=1&destination=Page-Robinson%20Hall%2C%20Room%20511%20Providence%20RI%2002912,https://www.brown.edu/a-z/park-brown,https://www.brown.edu/a-z
unit_site_16596,Department of Pathology and Laboratory Medicine,pathology@brown.edu,401-863-3119,"Laboratories for Molecular Medicine | Providence , RI 02912 | 70 Ship Street",https://www.google.com/maps/dir/?api=1&destination=Laboratories%20for%20Molecular%20Medicine%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-pathology-and-laboratory-medicine,https://www.brown.edu/a-z
unit_site_15911,Pathways to Diversity and Inclusion,,,,,https://www.brown.edu/a-z/pathways-diversity-and-inclusion,https://www.brown.edu/a-z
unit_site_15186,Pembroke Center for Teaching and Research on Women,pembroke_center@brown.edu,401-863-2643,"172 Meeting Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=172%20Meeting%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/pembroke-center-teaching-and-research-women,https://www.brown.edu/a-z
unit_site_24846,The Lindemann Performing Arts Center,,,,,https://www.brown.edu/a-z/lindemann-performing-arts-center,https://www.brown.edu/a-z
unit_site_14836,Department of Philosophy,philosophy_dept@brown.edu,401-863-6346,"45 Prospect Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=45%20Prospect%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-philosophy,https://www.brown.edu/a-z
unit_site_15191,"Center for Philosophy, Politics, and Economics",ptp@brown.edu,401-863-1038,"25 George Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=25%20George%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/center-philosophy-politics-and-economics,https://www.brown.edu/a-z
unit_site_14841,Department of Physics,physics@brown.edu,401-863-2641,"182 Hope Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=182%20Hope%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-physics,https://www.brown.edu/a-z
unit_site_14846,Department of Political Science,,401-863-2825,"111 Thayer Street | Providence , RI 02912 | 3rd Floor",https://www.google.com/maps/dir/?api=1&destination=111%20Thayer%20Street%20%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-political-science,https://www.brown.edu/a-z
unit_site_15196,Population Studies and Training Center,population_studies@brown.edu,401-863-2668,"68 Waterman Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=68%20Waterman%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/population-studies-and-training-center,https://www.brown.edu/a-z
unit_site_14851,Department of Portuguese & Brazilian Studies,POBS@brown.edu,401-863-3042,"159 George Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=159%20George%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-portuguese-brazilian-studies,https://www.brown.edu/a-z
unit_site_15201,Postdocs at Brown,,,,,https://www.brown.edu/a-z/postdocs-brown,https://www.brown.edu/a-z
unit_site_14426,Brown Pre-College,precollege@brown.edu,401-863-7900,"200 Dyer Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=200%20Dyer%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/brown-pre-college,https://www.brown.edu/a-z
unit_site_25716,Division of Pre-College and Undergraduate Programs,,,,,https://www.brown.edu/experience,https://www.brown.edu/a-z
unit_site_15161,Office of the President,president@brown.edu,401-863-2234,"1 Prospect Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=1%20Prospect%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/office-president,https://www.brown.edu/a-z
unit_site_15271,School of Professional Studies,,401-863-7901,"200 Dyer Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=200%20Dyer%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/school-professional-studies,https://www.brown.edu/a-z
unit_site_15216,Program in Liberal Medical Education,PLME@brown.edu,401-863-9790,"91 Waterman Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=91%20Waterman%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/program-liberal-medical-education,https://www.brown.edu/a-z
unit_site_15166,Office of the Provost,Provost@brown.edu,401-863-2706,,,https://www.brown.edu/a-z/office-provost,https://www.brown.edu/a-z
unit_site_15246,Rhode Island Public Health Institute,info@riphi.org,401-621-8200,"383 West Fountain Street | Providence , RI 02903",https://www.google.com/maps/dir/?api=1&destination=383%20West%20Fountain%20Street%20%20Providence%20RI%2002903,https://www.brown.edu/a-z/rhode-island-public-health-institute,https://www.brown.edu/a-z
unit_site_15226,School of Public Health,public_health@brown.edu,401-863-3375,"121 South Main Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=121%20South%20Main%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/school-public-health,https://www.brown.edu/a-z
unit_site_14856,Public Safety and Emergency Management,campus_safety@brown.edu,401-863-4111,"75 Charlesfield Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=75%20Charlesfield%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/public-safety-and-emergency-management,https://www.brown.edu/a-z
unit_site_31603,Department of Radiology,,,,,https://www.brown.edu/a-z/department-radiology,https://www.brown.edu/a-z
unit_site_15171,Office of the Registrar,Registrar@brown.edu,401-863-2500,"Page-Robinson Hall, 3rd Floor | Providence , RI 02912 | 69 Brown Street",https://www.google.com/maps/dir/?api=1&destination=Page-Robinson%20Hall%2C%203rd%20Floor%20Providence%20RI%2002912,https://www.brown.edu/a-z/office-registrar,https://www.brown.edu/a-z
